5.1,3.5,1.4,0.2,Iris-setosa
4.9,3,1.4,0.2,Iris-setosa
4.7,3.2,1.3,0.2,Iris-setosa
4.6,3.1,1.5,0.2,Iris-setosa
5,3.6,1.4,0.2,Iris-setosa
5.4,3.9,1.7,0.4,Iris-setosa
4.6,3.4,1.4,0.3,Iris-setosa
5,3.4,1.5,0.2,Iris-setosa
4.928571429,3.596428571,1.546428571,0.296428571,Iris-setosa
4.932142857,3.642857143,1.567857143,0.30952381,Iris-setosa
4.935714286,3.689285714,1.589285714,0.322619048,Iris-setosa
4.939285714,3.735714286,1.610714286,0.335714286,Iris-setosa
4.942857143,3.782142857,1.632142857,0.348809524,Iris-setosa
4.946428571,3.828571429,1.653571429,0.361904762,Iris-setosa
4.95,3.875,1.675,0.375,Iris-setosa
4.953571429,3.921428571,1.696428571,0.388095238,Iris-setosa
4.957142857,3.967857143,1.717857143,0.401190476,Iris-setosa
4.960714286,4.014285714,1.739285714,0.414285714,Iris-setosa
4.964285714,4.060714286,1.760714286,0.427380952,Iris-setosa
4.967857143,4.107142857,1.782142857,0.44047619,Iris-setosa
4.971428571,4.153571429,1.803571429,0.453571429,Iris-setosa
4.975,4.2,1.825,0.466666667,Iris-setosa
4.978571429,4.246428571,1.846428571,0.479761905,Iris-setosa
4.982142857,4.292857143,1.867857143,0.492857143,Iris-setosa
4.985714286,4.339285714,1.889285714,0.505952381,Iris-setosa
4.989285714,4.385714286,1.910714286,0.519047619,Iris-setosa
4.992857143,4.432142857,1.932142857,0.532142857,Iris-setosa
4.996428571,4.478571429,1.953571429,0.545238095,Iris-setosa
5,4.525,1.975,0.558333333,Iris-setosa
5.003571429,4.571428571,1.996428571,0.571428571,Iris-setosa
5.007142857,4.617857143,2.017857143,0.58452381,Iris-setosa
5.010714286,4.664285714,2.039285714,0.597619048,Iris-setosa
5.014285714,4.710714286,2.060714286,0.610714286,Iris-setosa
5.017857143,4.757142857,2.082142857,0.623809524,Iris-setosa
5.021428571,4.803571429,2.103571429,0.636904762,Iris-setosa
5.025,4.85,2.125,0.65,Iris-setosa
5.028571429,4.896428571,2.146428571,0.663095238,Iris-setosa
5.032142857,4.942857143,2.167857143,0.676190476,Iris-setosa
5.035714286,4.989285714,2.189285714,0.689285714,Iris-setosa
5.039285714,5.035714286,2.210714286,0.702380952,Iris-setosa
5.042857143,5.082142857,2.232142857,0.71547619,Iris-setosa
5.046428571,5.128571429,2.253571429,0.728571429,Iris-setosa
5.05,5.175,2.275,0.741666667,Iris-setosa
5.053571429,5.221428571,2.296428571,0.754761905,Iris-setosa
5.057142857,5.267857143,2.317857143,0.767857143,Iris-setosa
5.060714286,5.314285714,2.339285714,0.780952381,Iris-setosa
5.064285714,5.360714286,2.360714286,0.794047619,Iris-setosa
